n,pi
7795,3.1261
7796,3.1262
7797,3.1263
7798,3.1259
7799,3.1260
7800,3.1262
7801,3.1258
7802,3.1259
7803,3.1260
7804,3.1256
7805,3.1257
7806,3.1253
7807,3.1249
7808,3.1250
7809,3.1251
7810,3.1252
7811,3.1253
7812,3.1254
7813,3.1256
7814,3.1257
7815,3.1258
7816,3.1259
7817,3.1255
7818,3.1256
7819,3.1252
7820,3.1253
7821,3.1254
7822,3.1255
7823,3.1257
7824,3.1253
7825,3.1254
7826,3.1255
7827,3.1251
7828,3.1247
7829,3.1248
7830,3.1244
7831,3.1245
7832,3.1241
7833,3.1242
7834,3.1243
7835,3.1244
7836,3.1246
7837,3.1242
7838,3.1243
7839,3.1244
7840,3.1240
7841,3.1241
7842,3.1242
7843,3.1243
7844,3.1244
7845,3.1245
7846,3.1246
7847,3.1248
7848,3.1249
7849,3.1245
7850,3.1246
7851,3.1247
7852,3.1248
7853,3.1249
7854,3.1245
7855,3.1246
7856,3.1242
7857,3.1243
7858,3.1245
7859,3.1246
7860,3.1242
7861,3.1243
7862,3.1244
7863,3.1240
7864,3.1241
7865,3.1242
7866,3.1243
7867,3.1244
7868,3.1246
7869,3.1247
7870,3.1248
7871,3.1249
7872,3.1250
7873,3.1246
7874,3.1247
7875,3.1248
7876,3.1249
7877,3.1250
7878,3.1252
7879,3.1253
7880,3.1254
7881,3.1255
7882,3.1256
7883,3.1257
7884,3.1258
7885,3.1254
7886,3.1250
7887,3.1251
7888,3.1253
7889,3.1254
7890,3.1255
7891,3.1256
7892,3.1257
7893,3.1258
7894,3.1259
7895,3.1260
7896,3.1261
7897,3.1257
7898,3.1253
7899,3.1255
7900,3.1256
7901,3.1257
7902,3.1258
7903,3.1259
7904,3.1260
7905,3.1261
7906,3.1262
7907,3.1258
7908,3.1259
7909,3.1261
7910,3.1257
7911,3.1258
7912,3.1259
7913,3.1260
7914,3.1261
7915,3.1262
7916,3.1258
7917,3.1259
7918,3.1255
7919,3.1256
7920,3.1258
7921,3.1259
7922,3.1260
7923,3.1256
7924,3.1257
7925,3.1258
7926,3.1254
7927,3.1255
7928,3.1256
7929,3.1257
7930,3.1259
7931,3.1260
7932,3.1261
7933,3.1262
7934,3.1263
7935,3.1264
7936,3.1265
7937,3.1266
7938,3.1267
7939,3.1263
7940,3.1259
7941,3.1261
7942,3.1262
7943,3.1263
7944,3.1264
7945,3.1265
7946,3.1266
7947,3.1267
7948,3.1268
7949,3.1264
7950,3.1260
7951,3.1261
7952,3.1263
7953,3.1264
7954,3.1265
7955,3.1266
7956,3.1267
7957,3.1268
7958,3.1269
7959,3.1270
7960,3.1266
7961,3.1267
7962,3.1269
7963,3.1270
7964,3.1266
7965,3.1267
7966,3.1263
7967,3.1264
7968,3.1265
7969,3.1266
7970,3.1267
7971,3.1268
7972,3.1269
7973,3.1271
7974,3.1272
7975,3.1273
7976,3.1274
7977,3.1275
7978,3.1271
7979,3.1272
7980,3.1273
7981,3.1274
7982,3.1270
7983,3.1271
7984,3.1273
7985,3.1274
7986,3.1275
7987,3.1276
7988,3.1277
7989,3.1278
7990,3.1279
7991,3.1280
7992,3.1281
7993,3.1282
7994,3.1283
7995,3.1285
7996,3.1281
7997,3.1282
7998,3.1283
7999,3.1279
8000,3.1280
8001,3.1276
8002,3.1272
8003,3.1268
8004,3.1269
8005,3.1270
8006,3.1272
8007,3.1273
8008,3.1274
8009,3.1270
8010,3.1271
8011,3.1272
8012,3.1273
8013,3.1274
8014,3.1275
8015,3.1276
8016,3.1277
8017,3.1279
8018,3.1280
8019,3.1276
8020,3.1277
8021,3.1278
8022,3.1279
8023,3.1280
8024,3.1281
8025,3.1282
8026,3.1278
8027,3.1279
8028,3.1281
8029,3.1277
8030,3.1273
8031,3.1274
8032,3.1275
8033,3.1276
8034,3.1272
8035,3.1273
8036,3.1274
8037,3.1275
8038,3.1271
8039,3.1268
8040,3.1269
8041,3.1270
8042,3.1271
8043,3.1267
8044,3.1268
8045,3.1269
8046,3.1270
8047,3.1271
8048,3.1267
8049,3.1264
8050,3.1265
8051,3.1266
8052,3.1262
8053,3.1258
8054,3.1259
8055,3.1260
8056,3.1261
8057,3.1262
8058,3.1263
8059,3.1264
8060,3.1266
8061,3.1267
8062,3.1268
8063,3.1269
8064,3.1265
8065,3.1266
8066,3.1267
8067,3.1268
8068,3.1269
8069,3.1265
8070,3.1261
8071,3.1263
8072,3.1264
8073,3.1265
8074,3.1266
8075,3.1267
8076,3.1268
8077,3.1269
8078,3.1270
8079,3.1271
8080,3.1272
8081,3.1273
8082,3.1274
8083,3.1276
8084,3.1277
8085,3.1278
8086,3.1279
8087,3.1275
8088,3.1276
8089,3.1277
8090,3.1278
8091,3.1279
8092,3.1275
8093,3.1276
8094,3.1273
8095,3.1269
8096,3.1270
8097,3.1271
8098,3.1272
8099,3.1273
8100,3.1274
8101,3.1275
8102,3.1276
8103,3.1272
8104,3.1273
8105,3.1275
8106,3.1276
8107,3.1277
8108,3.1273
8109,3.1269
8110,3.1265
8111,3.1266
8112,3.1262
8113,3.1263
8114,3.1264
8115,3.1266
8116,3.1267
8117,3.1268
8118,3.1269
8119,3.1270
8120,3.1271
8121,3.1272
8122,3.1273
8123,3.1274
8124,3.1270
8125,3.1271
8126,3.1272
8127,3.1269
8128,3.1270
8129,3.1271
8130,3.1267
8131,3.1268
8132,3.1264
8133,3.1260
8134,3.1261
8135,3.1262
8136,3.1264
8137,3.1265
8138,3.1266
8139,3.1267
8140,3.1263
8141,3.1264
8142,3.1260
8143,3.1261
8144,3.1257
8145,3.1258
8146,3.1260
8147,3.1261
8148,3.1257
8149,3.1258
8150,3.1259
8151,3.1260
8152,3.1261
8153,3.1262
8154,3.1263
8155,3.1264
8156,3.1265
8157,3.1266
8158,3.1267
8159,3.1269
8160,3.1270
8161,3.1271
8162,3.1272
8163,3.1273
8164,3.1274
8165,3.1275
8166,3.1276
8167,3.1277
8168,3.1273
8169,3.1274
8170,3.1275
8171,3.1276
8172,3.1278
8173,3.1279
8174,3.1280
8175,3.1276
8176,3.1277
8177,3.1278
8178,3.1279
8179,3.1275
8180,3.1271
8181,3.1268
8182,3.1269
8183,3.1265
8184,3.1266
8185,3.1267
8186,3.1268
8187,3.1269
8188,3.1270
8189,3.1271
8190,3.1272
8191,3.1273
8192,3.1274
8193,3.1275
8194,3.1277
8195,3.1278
8196,3.1274
8197,3.1275
8198,3.1271
8199,3.1267
8200,3.1268
8201,3.1269
8202,3.1270
8203,3.1267
8204,3.1263
8205,3.1264
8206,3.1260
8207,3.1261
8208,3.1262
8209,3.1258
8210,3.1259
8211,3.1256
8212,3.1257
8213,3.1253
8214,3.1254
8215,3.1250
8216,3.1251
8217,3.1247
8218,3.1248
8219,3.1250
8220,3.1251
8221,3.1252
8222,3.1253
8223,3.1254
8224,3.1255
8225,3.1256
8226,3.1257
8227,3.1258
8228,3.1259
8229,3.1260
8230,3.1261
8231,3.1262
8232,3.1259
8233,3.1260
8234,3.1261
8235,3.1262
8236,3.1258
8237,3.1259
8238,3.1255
8239,3.1256
8240,3.1257
8241,3.1258
8242,3.1259
8243,3.1256
8244,3.1257
8245,3.1258
8246,3.1259
8247,3.1260
8248,3.1261
8249,3.1257
8250,3.1258
8251,3.1259
8252,3.1255
8253,3.1252
8254,3.1253
8255,3.1254
8256,3.1250
8257,3.1251
8258,3.1247
8259,3.1248
8260,3.1249
8261,3.1246
8262,3.1242
8263,3.1243
8264,3.1244
8265,3.1245
8266,3.1241
8267,3.1242
8268,3.1243
8269,3.1244
8270,3.1241
8271,3.1242
8272,3.1238
8273,3.1239
8274,3.1240
8275,3.1236
8276,3.1232
8277,3.1234
8278,3.1235
8279,3.1236
8280,3.1237
8281,3.1238
8282,3.1239
8283,3.1240
8284,3.1236
8285,3.1237
8286,3.1238
8287,3.1239
8288,3.1236
8289,3.1232
8290,3.1233
8291,3.1234
8292,3.1230
8293,3.1231
8294,3.1227
8295,3.1228
8296,3.1230
8297,3.1231
8298,3.1232
8299,3.1233
8300,3.1234
8301,3.1230
8302,3.1231
8303,3.1232
8304,3.1233
8305,3.1234
8306,3.1235
8307,3.1236
8308,3.1237
8309,3.1234
8310,3.1235
8311,3.1236
8312,3.1237
8313,3.1238
8314,3.1239
8315,3.1235
8316,3.1231
8317,3.1232
8318,3.1233
8319,3.1230
8320,3.1226
8321,3.1227
8322,3.1228
8323,3.1229
8324,3.1225
8325,3.1226
8326,3.1227
8327,3.1229
8328,3.1230
8329,3.1231
8330,3.1232
8331,3.1233
8332,3.1234
8333,3.1230
8334,3.1231
8335,3.1232
8336,3.1233
8337,3.1234
8338,3.1235
8339,3.1236
8340,3.1237
8341,3.1238
8342,3.1240
8343,3.1236
8344,3.1237
8345,3.1238
8346,3.1239
8347,3.1240
8348,3.1241
8349,3.1242
8350,3.1243
8351,3.1244
8352,3.1245
8353,3.1246
8354,3.1247
8355,3.1248
8356,3.1249
8357,3.1250
8358,3.1251
8359,3.1248
8360,3.1249
8361,3.1250
8362,3.1251
8363,3.1252
8364,3.1253
8365,3.1254
8366,3.1255
8367,3.1256
8368,3.1257
8369,3.1258
8370,3.1259
8371,3.1260
8372,3.1261
8373,3.1262
8374,3.1259
8375,3.1260
8376,3.1261
8377,3.1262
8378,3.1263
8379,3.1264
8380,3.1265
8381,3.1266
8382,3.1267
8383,3.1263
8384,3.1264
8385,3.1265
8386,3.1266
8387,3.1267
8388,3.1268
8389,3.1265
8390,3.1266
8391,3.1267
8392,3.1263
8393,3.1259
8394,3.1260
8395,3.1261
8396,3.1263
8397,3.1264
8398,3.1260
8399,3.1261
8400,3.1262
8401,3.1263
8402,3.1264
8403,3.1265
8404,3.1266
8405,3.1267
8406,3.1268
8407,3.1269
8408,3.1265
8409,3.1267
8410,3.1268
8411,3.1264
8412,3.1265
8413,3.1266
8414,3.1267
8415,3.1268
8416,3.1269
8417,3.1270
8418,3.1266
8419,3.1267
8420,3.1268
8421,3.1269
8422,3.1266
8423,3.1267
8424,3.1268
8425,3.1269
8426,3.1265
8427,3.1266
8428,3.1262
8429,3.1263
8430,3.1265
8431,3.1266
8432,3.1267
8433,3.1263
8434,3.1264
8435,3.1265
8436,3.1266
8437,3.1267
8438,3.1268
8439,3.1264
8440,3.1265
8441,3.1266
8442,3.1267
8443,3.1269
8444,3.1270
8445,3.1271
8446,3.1272
8447,3.1273
8448,3.1274
8449,3.1270
8450,3.1271
8451,3.1272
8452,3.1268
8453,3.1269
8454,3.1266
8455,3.1267
8456,3.1268
8457,3.1269
8458,3.1270
8459,3.1266
8460,3.1267
8461,3.1268
8462,3.1269
8463,3.1270
8464,3.1271
8465,3.1272
8466,3.1273
8467,3.1270
8468,3.1271
8469,3.1272
8470,3.1273
8471,3.1269
8472,3.1270
8473,3.1271
8474,3.1272
8475,3.1268
8476,3.1269
8477,3.1266
8478,3.1267
8479,3.1268
8480,3.1269
8481,3.1270
8482,3.1271
8483,3.1272
8484,3.1273
8485,3.1269
8486,3.1270
8487,3.1271
8488,3.1272
8489,3.1273
8490,3.1274
8491,3.1275
8492,3.1276
8493,3.1278
8494,3.1279
8495,3.1280
8496,3.1281
8497,3.1282
8498,3.1283
8499,3.1284
8500,3.1285
8501,3.1286
8502,3.1287
8503,3.1283
8504,3.1279
8505,3.1280
8506,3.1277
8507,3.1273
8508,3.1274
8509,3.1275
8510,3.1276
8511,3.1277
8512,3.1278
8513,3.1279
8514,3.1280
8515,3.1281
8516,3.1282
8517,3.1283
8518,3.1284
8519,3.1285
8520,3.1286
8521,3.1287
8522,3.1288
8523,3.1289
8524,3.1286
8525,3.1282
8526,3.1283
8527,3.1279
8528,3.1280
8529,3.1282
8530,3.1283
8531,3.1284
8532,3.1285
8533,3.1286
8534,3.1287
8535,3.1283
8536,3.1284
8537,3.1285
8538,3.1281
8539,3.1282
8540,3.1279
8541,3.1280
8542,3.1281
8543,3.1282
8544,3.1283
8545,3.1284
8546,3.1280
8547,3.1276
8548,3.1277
8549,3.1279
8550,3.1275
8551,3.1276
8552,3.1277
8553,3.1278
8554,3.1279
8555,3.1280
8556,3.1276
8557,3.1277
8558,3.1278
8559,3.1279
8560,3.1276
8561,3.1277
8562,3.1278
8563,3.1279
8564,3.1275
8565,3.1276
8566,3.1272
8567,3.1273
8568,3.1270
8569,3.1271
8570,3.1272
8571,3.1268
8572,3.1269
8573,3.1270
8574,3.1271
8575,3.1272
8576,3.1269
8577,3.1270
8578,3.1271
8579,3.1272
8580,3.1273
8581,3.1274
8582,3.1270
8583,3.1271
8584,3.1272
8585,3.1273
8586,3.1274
8587,3.1275
8588,3.1276
8589,3.1277
8590,3.1274
8591,3.1275
8592,3.1276
8593,3.1277
8594,3.1273
8595,3.1274
8596,3.1270
8597,3.1271
8598,3.1268
8599,3.1264
8600,3.1260
8601,3.1261
8602,3.1262
8603,3.1264
8604,3.1265
8605,3.1266
8606,3.1267
8607,3.1268
8608,3.1264
8609,3.1260
8610,3.1257
8611,3.1258
8612,3.1259
8613,3.1260
8614,3.1261
8615,3.1257
8616,3.1253
8617,3.1254
8618,3.1256
8619,3.1252
8620,3.1253
8621,3.1249
8622,3.1250
8623,3.1251
8624,3.1252
8625,3.1253
8626,3.1254
8627,3.1255
8628,3.1256
8629,3.1257
8630,3.1258
8631,3.1255
8632,3.1256
8633,3.1257
8634,3.1258
8635,3.1254
8636,3.1255
8637,3.1256
8638,3.1253
8639,3.1254
8640,3.1255
8641,3.1256
8642,3.1257
8643,3.1258
8644,3.1259
8645,3.1260
8646,3.1261
8647,3.1257
8648,3.1258
8649,3.1254
8650,3.1255
8651,3.1257
8652,3.1253
8653,3.1254
8654,3.1255
8655,3.1256
8656,3.1257
8657,3.1258
8658,3.1259
8659,3.1260
8660,3.1261
8661,3.1262
8662,3.1263
8663,3.1264
8664,3.1265
8665,3.1266
8666,3.1267
8667,3.1268
8668,3.1269
8669,3.1265
8670,3.1266
8671,3.1267
8672,3.1268
8673,3.1269
8674,3.1266
8675,3.1267
8676,3.1268
8677,3.1269
8678,3.1270
8679,3.1271
8680,3.1272
8681,3.1273
8682,3.1274
8683,3.1275
8684,3.1271
8685,3.1272
8686,3.1273
8687,3.1274
8688,3.1275
8689,3.1276
8690,3.1273
8691,3.1274
8692,3.1275
8693,3.1276
8694,3.1277
8695,3.1278
8696,3.1279
8697,3.1280
8698,3.1281
8699,3.1282
8700,3.1283
8701,3.1284
8702,3.1280
8703,3.1277
8704,3.1278
8705,3.1274
8706,3.1270
8707,3.1267
8708,3.1263
8709,3.1264
8710,3.1261
8711,3.1262
8712,3.1258
8713,3.1254
8714,3.1255
8715,3.1256
8716,3.1257
8717,3.1254
8718,3.1255
8719,3.1256
8720,3.1252
8721,3.1253
8722,3.1250
8723,3.1251
8724,3.1247
8725,3.1248
8726,3.1249
8727,3.1250
8728,3.1247
8729,3.1248
8730,3.1249
8731,3.1250
8732,3.1251
8733,3.1252
8734,3.1253
8735,3.1254
8736,3.1250
8737,3.1251
8738,3.1247
8739,3.1248
8740,3.1249
8741,3.1250
8742,3.1251
8743,3.1252
8744,3.1249
8745,3.1250
8746,3.1251
8747,3.1252
8748,3.1253
8749,3.1249
8750,3.1246
8751,3.1247
8752,3.1243
8753,3.1244
8754,3.1245
8755,3.1246
8756,3.1247
8757,3.1248
8758,3.1249
8759,3.1250
8760,3.1251
8761,3.1252
8762,3.1253
8763,3.1250
8764,3.1246
8765,3.1247
8766,3.1248
8767,3.1249
8768,3.1250
8769,3.1251
8770,3.1252
8771,3.1253
8772,3.1249
8773,3.1250
8774,3.1251
8775,3.1248
8776,3.1249
8777,3.1250
8778,3.1246
8779,3.1243
8780,3.1244
8781,3.1245
8782,3.1246
8783,3.1247
8784,3.1248
8785,3.1249
8786,3.1250
8787,3.1251
8788,3.1252
8789,3.1253
8790,3.1249
8791,3.1250
8792,3.1247
8793,3.1248
8794,3.1244
8795,3.1245
8796,3.1246
8797,3.1247
8798,3.1248
8799,3.1249
8800,3.1245
8801,3.1246
8802,3.1247
8803,3.1244
8804,3.1240
8805,3.1241
8806,3.1242
8807,3.1243
8808,3.1244
8809,3.1245
8810,3.1246
8811,3.1243
8812,3.1239
8813,3.1240
8814,3.1241
8815,3.1242
8816,3.1243
8817,3.1244
8818,3.1245
8819,3.1246
8820,3.1247
8821,3.1248
8822,3.1249
8823,3.1250
8824,3.1247
8825,3.1248
8826,3.1249
8827,3.1250
8828,3.1251
8829,3.1252
8830,3.1248
8831,3.1249
8832,3.1250
8833,3.1251
8834,3.1247
8835,3.1248
8836,3.1245
8837,3.1246
8838,3.1247
8839,3.1243
8840,3.1244
8841,3.1245
8842,3.1242
8843,3.1238
8844,3.1239
8845,3.1236
8846,3.1237
8847,3.1238
8848,3.1239
8849,3.1235
8850,3.1236
8851,3.1237
8852,3.1238
8853,3.1239
8854,3.1240
8855,3.1241
8856,3.1242
8857,3.1243
8858,3.1244
8859,3.1245
8860,3.1242
8861,3.1243
8862,3.1244
8863,3.1244
8864,3.1245
8865,3.1242
8866,3.1243
8867,3.1244
8868,3.1245
8869,3.1246
8870,3.1247
8871,3.1248
8872,3.1249
8873,3.1250
8874,3.1251
8875,3.1252
8876,3.1248
8877,3.1245
8878,3.1241
8879,3.1242
8880,3.1239
8881,3.1240
8882,3.1236
8883,3.1237
8884,3.1238
8885,3.1239
8886,3.1240
8887,3.1241
8888,3.1242
8889,3.1239
8890,3.1240
8891,3.1241
8892,3.1242
8893,3.1243
8894,3.1244
8895,3.1245
8896,3.1246
8897,3.1246
8898,3.1247
8899,3.1248
8900,3.1249
8901,3.1250
8902,3.1251
8903,3.1252
8904,3.1249
8905,3.1250
8906,3.1251
8907,3.1252
8908,3.1253
8909,3.1254
8910,3.1250
8911,3.1251
8912,3.1252
8913,3.1253
8914,3.1250
8915,3.1251
8916,3.1252
8917,3.1253
8918,3.1254
8919,3.1250
8920,3.1251
8921,3.1252
8922,3.1253
8923,3.1254
8924,3.1251
8925,3.1247
8926,3.1244
8927,3.1245
8928,3.1246
8929,3.1247
8930,3.1247
8931,3.1248
8932,3.1245
8933,3.1241
8934,3.1242
8935,3.1243
8936,3.1240
8937,3.1241
8938,3.1237
8939,3.1238
8940,3.1239
8941,3.1240
8942,3.1241
8943,3.1242
8944,3.1243
8945,3.1244
8946,3.1241
8947,3.1242
8948,3.1243
8949,3.1244
8950,3.1245
8951,3.1246
8952,3.1242
8953,3.1243
8954,3.1244
8955,3.1245
8956,3.1242
8957,3.1243
8958,3.1244
8959,3.1245
8960,3.1246
8961,3.1247
8962,3.1247
8963,3.1248
8964,3.1249
8965,3.1250
8966,3.1251
8967,3.1252
8968,3.1249
8969,3.1250
8970,3.1251
8971,3.1252
8972,3.1253
8973,3.1254
8974,3.1255
8975,3.1256
8976,3.1257
8977,3.1258
8978,3.1259
8979,3.1255
8980,3.1256
8981,3.1257
8982,3.1258
8983,3.1259
8984,3.1260
8985,3.1257
8986,3.1258
8987,3.1258
8988,3.1255
8989,3.1256
8990,3.1253
8991,3.1253
8992,3.1254
8993,3.1255
8994,3.1256
8995,3.1257
8996,3.1258
8997,3.1259
8998,3.1256
8999,3.1257
9000,3.1258
9001,3.1259
9002,3.1260
9003,3.1261
9004,3.1262
9005,3.1263
9006,3.1264
9007,3.1260
9008,3.1261
9009,3.1262
9010,3.1263
9011,3.1260
9012,3.1261
9013,3.1257
9014,3.1254
9015,3.1255
9016,3.1256
9017,3.1257
9018,3.1257
9019,3.1258
9020,3.1255
9021,3.1256
9022,3.1257
9023,3.1253
9024,3.1254
9025,3.1255
9026,3.1256
9027,3.1257
9028,3.1254
9029,3.1255
9030,3.1256
9031,3.1257
9032,3.1258
9033,3.1259
9034,3.1255
9035,3.1256
9036,3.1257
9037,3.1258
9038,3.1259
9039,3.1260
9040,3.1261
9041,3.1258
9042,3.1259
9043,3.1260
9044,3.1261
9045,3.1257
9046,3.1258
9047,3.1259
9048,3.1256
9049,3.1256
9050,3.1257
9051,3.1258
9052,3.1259
9053,3.1260
9054,3.1257
9055,3.1258
9056,3.1259
9057,3.1260
9058,3.1256
9059,3.1257
9060,3.1258
9061,3.1259
9062,3.1256
9063,3.1252
9064,3.1253
9065,3.1254
9066,3.1255
9067,3.1256
9068,3.1257
9069,3.1258
9070,3.1259
9071,3.1260
9072,3.1261
9073,3.1262
9074,3.1263
9075,3.1264
9076,3.1265
9077,3.1266
9078,3.1267
9079,3.1268
9080,3.1269
9081,3.1265
9082,3.1266
9083,3.1263
9084,3.1264
9085,3.1265
9086,3.1261
9087,3.1262
9088,3.1263
9089,3.1260
9090,3.1261
9091,3.1257
9092,3.1254
9093,3.1255
9094,3.1256
9095,3.1252
9096,3.1253
9097,3.1250
9098,3.1251
9099,3.1252
9100,3.1253
9101,3.1254
9102,3.1250
9103,3.1251
9104,3.1252
9105,3.1249
9106,3.1250
9107,3.1251
9108,3.1252
9109,3.1253
9110,3.1254
9111,3.1255
9112,3.1255
9113,3.1256
9114,3.1257
9115,3.1258
9116,3.1255
9117,3.1256
9118,3.1257
9119,3.1258
9120,3.1259
9121,3.1260
9122,3.1261
9123,3.1262
9124,3.1263
9125,3.1264
9126,3.1265
9127,3.1261
9128,3.1262
9129,3.1259
9130,3.1260
9131,3.1261
9132,3.1261
9133,3.1262
9134,3.1263
9135,3.1264
9136,3.1265
9137,3.1266
9138,3.1267
9139,3.1264
9140,3.1265
9141,3.1266
9142,3.1267
9143,3.1268
9144,3.1269
9145,3.1265
9146,3.1262
9147,3.1263
9148,3.1264
9149,3.1265
9150,3.1261
9151,3.1258
9152,3.1259
9153,3.1260
9154,3.1261
9155,3.1262
9156,3.1263
9157,3.1264
9158,3.1264
9159,3.1265
9160,3.1266
9161,3.1267
9162,3.1268
9163,3.1269
9164,3.1270
9165,3.1267
9166,3.1268
9167,3.1269
9168,3.1270
9169,3.1271
9170,3.1272
9171,3.1272
9172,3.1273
9173,3.1274
9174,3.1275
9175,3.1272
9176,3.1273
9177,3.1274
9178,3.1275
9179,3.1271
9180,3.1272
9181,3.1273
9182,3.1274
9183,3.1275
9184,3.1272
9185,3.1273
9186,3.1269
9187,3.1270
9188,3.1271
9189,3.1272
9190,3.1273
9191,3.1274
9192,3.1271
9193,3.1272
9194,3.1273
9195,3.1274
9196,3.1274
9197,3.1275
9198,3.1272
9199,3.1273
9200,3.1274
9201,3.1275
9202,3.1276
9203,3.1272
9204,3.1273
9205,3.1274
9206,3.1275
9207,3.1276
9208,3.1277
9209,3.1278
9210,3.1275
9211,3.1271
9212,3.1272
9213,3.1273
9214,3.1274
9215,3.1275
9216,3.1272
9217,3.1268
9218,3.1265
9219,3.1266
9220,3.1267
9221,3.1268
9222,3.1269
9223,3.1270
9224,3.1271
9225,3.1272
9226,3.1272
9227,3.1269
9228,3.1266
9229,3.1267
9230,3.1268
9231,3.1269
9232,3.1269
9233,3.1270
9234,3.1271
9235,3.1272
9236,3.1273
9237,3.1274
9238,3.1275
9239,3.1276
9240,3.1277
9241,3.1274
9242,3.1270
9243,3.1271
9244,3.1272
9245,3.1273
9246,3.1274
9247,3.1275
9248,3.1276
9249,3.1273
9250,3.1274
9251,3.1274
9252,3.1275
9253,3.1272
9254,3.1273
9255,3.1274
9256,3.1275
9257,3.1271
9258,3.1272
9259,3.1273
9260,3.1274
9261,3.1275
9262,3.1272
9263,3.1273
9264,3.1274
9265,3.1275
9266,3.1276
9267,3.1277
9268,3.1278
9269,3.1278
9270,3.1279
9271,3.1280
9272,3.1277
9273,3.1278
9274,3.1275
9275,3.1275
9276,3.1276
9277,3.1273
9278,3.1274
9279,3.1275
9280,3.1276
9281,3.1277
9282,3.1278
9283,3.1279
9284,3.1280
9285,3.1281
9286,3.1281
9287,3.1282
9288,3.1279
9289,3.1280
9290,3.1277
9291,3.1278
9292,3.1279
9293,3.1279
9294,3.1280
9295,3.1281
9296,3.1282
9297,3.1283
9298,3.1284
9299,3.1285
9300,3.1286
9301,3.1287
9302,3.1288
9303,3.1289
9304,3.1290
9305,3.1286
9306,3.1283
9307,3.1284
9308,3.1285
9309,3.1282
9310,3.1282
9311,3.1283
9312,3.1284
9313,3.1285
9314,3.1286
9315,3.1287
9316,3.1288
9317,3.1289
9318,3.1286
9319,3.1287
9320,3.1288
9321,3.1288
9322,3.1285
9323,3.1286
9324,3.1287
9325,3.1288
9326,3.1285
9327,3.1286
9328,3.1286
9329,3.1287
9330,3.1288
9331,3.1285
9332,3.1286
9333,3.1287
9334,3.1288
9335,3.1284
9336,3.1285
9337,3.1286
9338,3.1287
9339,3.1288
9340,3.1289
9341,3.1290
9342,3.1291
9343,3.1292
9344,3.1293
9345,3.1294
9346,3.1295
9347,3.1296
9348,3.1297
9349,3.1293
9350,3.1294
9351,3.1291
9352,3.1292
9353,3.1293
9354,3.1294
9355,3.1294
9356,3.1295
9357,3.1296
9358,3.1297
9359,3.1298
9360,3.1295
9361,3.1296
9362,3.1297
9363,3.1293
9364,3.1294
9365,3.1295
9366,3.1296
9367,3.1297
9368,3.1298
9369,3.1299
9370,3.1296
9371,3.1292
9372,3.1289
9373,3.1290
9374,3.1291
9375,3.1292
9376,3.1293
9377,3.1294
9378,3.1295
9379,3.1295
9380,3.1296
9381,3.1297
9382,3.1298
9383,3.1299
9384,3.1296
9385,3.1297
9386,3.1298
9387,3.1294
9388,3.1295
9389,3.1296
9390,3.1297
9391,3.1298
9392,3.1299
9393,3.1300
9394,3.1301
9395,3.1302
9396,3.1303
9397,3.1299
9398,3.1296
9399,3.1297
9400,3.1298
9401,3.1299
9402,3.1295
9403,3.1292
9404,3.1293
9405,3.1294
9406,3.1291
9407,3.1287
9408,3.1284
9409,3.1285
9410,3.1286
9411,3.1287
9412,3.1283
9413,3.1284
9414,3.1281
9415,3.1282
9416,3.1283
9417,3.1280
9418,3.1276
9419,3.1277
9420,3.1274
9421,3.1271
9422,3.1271
9423,3.1268
9424,3.1269
9425,3.1270
9426,3.1267
9427,3.1268
9428,3.1269
9429,3.1269
9430,3.1270
9431,3.1267
9432,3.1268
9433,3.1269
9434,3.1266
9435,3.1267
9436,3.1267
9437,3.1264
9438,3.1265
9439,3.1262
9440,3.1258
9441,3.1259
9442,3.1260
9443,3.1257
9444,3.1258
9445,3.1255
9446,3.1256
9447,3.1256
9448,3.1257
9449,3.1258
9450,3.1259
9451,3.1260
9452,3.1261
9453,3.1262
9454,3.1263
9455,3.1264
9456,3.1261
9457,3.1257
9458,3.1258
9459,3.1259
9460,3.1260
9461,3.1257
9462,3.1258
9463,3.1259
9464,3.1255
9465,3.1256
9466,3.1257
9467,3.1254
9468,3.1255
9469,3.1256
9470,3.1257
9471,3.1258
9472,3.1258
9473,3.1259
9474,3.1260
9475,3.1257
9476,3.1258
9477,3.1259
9478,3.1260
9479,3.1261
9480,3.1262
9481,3.1258
9482,3.1259
9483,3.1260
9484,3.1261
9485,3.1262
9486,3.1263
9487,3.1264
9488,3.1265
9489,3.1266
9490,3.1267
9491,3.1268
9492,3.1268
9493,3.1269
9494,3.1266
9495,3.1267
9496,3.1264
9497,3.1260
9498,3.1261
9499,3.1262
9500,3.1259
9501,3.1256
9502,3.1257
9503,3.1257
9504,3.1258
9505,3.1255
9506,3.1256
9507,3.1257
9508,3.1258
9509,3.1259
9510,3.1256
9511,3.1256
9512,3.1257
9513,3.1258
9514,3.1259
9515,3.1256
9516,3.1257
9517,3.1258
9518,3.1259
9519,3.1255
9520,3.1252
9521,3.1253
9522,3.1254
9523,3.1251
9524,3.1252
9525,3.1252
9526,3.1253
9527,3.1254
9528,3.1255
9529,3.1256
9530,3.1253
9531,3.1254
9532,3.1255
9533,3.1256
9534,3.1257
9535,3.1257
9536,3.1258
9537,3.1259
9538,3.1260
9539,3.1261
9540,3.1258
9541,3.1259
9542,3.1260
9543,3.1261
