n,pi
13217,3.1281
13218,3.1282
13219,3.1282
13220,3.1283
13221,3.1284
13222,3.1284
13223,3.1282
13224,3.1283
13225,3.1283
13226,3.1284
13227,3.1284
13228,3.1285
13229,3.1286
13230,3.1286
13231,3.1287
13232,3.1288
13233,3.1288
13234,3.1289
13235,3.1290
13236,3.1290
13237,3.1291
13238,3.1292
13239,3.1292
13240,3.1290
13241,3.1291
13242,3.1291
13243,3.1292
13244,3.1293
13245,3.1293
13246,3.1294
13247,3.1295
13248,3.1295
13249,3.1296
13250,3.1297
13251,3.1297
13252,3.1298
13253,3.1296
13254,3.1293
13255,3.1294
13256,3.1295
13257,3.1295
13258,3.1296
13259,3.1293
13260,3.1294
13261,3.1295
13262,3.1295
13263,3.1296
13264,3.1297
13265,3.1297
13266,3.1298
13267,3.1299
13268,3.1299
13269,3.1300
13270,3.1301
13271,3.1301
13272,3.1302
13273,3.1303
13274,3.1303
13275,3.1304
13276,3.1302
13277,3.1302
13278,3.1303
13279,3.1304
13280,3.1304
13281,3.1302
13282,3.1303
13283,3.1303
13284,3.1304
13285,3.1304
13286,3.1305
13287,3.1306
13288,3.1306
13289,3.1307
13290,3.1308
13291,3.1308
13292,3.1309
13293,3.1307
13294,3.1304
13295,3.1305
13296,3.1306
13297,3.1306
13298,3.1307
13299,3.1308
13300,3.1308
13301,3.1309
13302,3.1310
13303,3.1307
13304,3.1308
13305,3.1309
13306,3.1309
13307,3.1310
13308,3.1310
13309,3.1311
13310,3.1309
13311,3.1309
13312,3.1310
13313,3.1311
13314,3.1311
13315,3.1312
13316,3.1313
13317,3.1313
13318,3.1311
13319,3.1309
13320,3.1306
13321,3.1304
13322,3.1302
13323,3.1302
13324,3.1300
13325,3.1301
13326,3.1298
13327,3.1296
13328,3.1297
13329,3.1294
13330,3.1295
13331,3.1295
13332,3.1296
13333,3.1297
13334,3.1297
13335,3.1298
13336,3.1296
13337,3.1296
13338,3.1297
13339,3.1298
13340,3.1298
13341,3.1299
13342,3.1297
13343,3.1297
13344,3.1298
13345,3.1296
13346,3.1296
13347,3.1294
13348,3.1295
13349,3.1295
13350,3.1293
13351,3.1294
13352,3.1294
13353,3.1295
13354,3.1295
13355,3.1296
13356,3.1294
13357,3.1294
13358,3.1292
13359,3.1293
13360,3.1293
13361,3.1294
13362,3.1295
13363,3.1295
13364,3.1296
13365,3.1294
13366,3.1294
13367,3.1295
13368,3.1296
13369,3.1296
13370,3.1297
13371,3.1298
13372,3.1298
13373,3.1299
13374,3.1300
13375,3.1300
13376,3.1301
13377,3.1301
13378,3.1302
13379,3.1303
13380,3.1303
13381,3.1304
13382,3.1305
13383,3.1305
13384,3.1303
13385,3.1304
13386,3.1304
13387,3.1305
13388,3.1303
13389,3.1300
13390,3.1301
13391,3.1302
13392,3.1302
13393,3.1303
13394,3.1304
13395,3.1301
13396,3.1299
13397,3.1300
13398,3.1297
13399,3.1298
13400,3.1299
13401,3.1299
13402,3.1300
13403,3.1300
13404,3.1298
13405,3.1299
13406,3.1299
13407,3.1300
13408,3.1301
13409,3.1301
13410,3.1299
13411,3.1300
13412,3.1300
13413,3.1301
13414,3.1299
13415,3.1299
13416,3.1297
13417,3.1298
13418,3.1298
13419,3.1299
13420,3.1300
13421,3.1300
13422,3.1301
13423,3.1301
13424,3.1302
13425,3.1303
13426,3.1303
13427,3.1304
13428,3.1305
13429,3.1305
13430,3.1303
13431,3.1304
13432,3.1304
13433,3.1305
13434,3.1306
13435,3.1306
13436,3.1307
13437,3.1308
13438,3.1308
13439,3.1309
13440,3.1310
13441,3.1310
13442,3.1308
13443,3.1308
13444,3.1309
13445,3.1310
13446,3.1307
13447,3.1308
13448,3.1306
13449,3.1306
13450,3.1307
13451,3.1305
13452,3.1305
13453,3.1306
13454,3.1304
13455,3.1304
13456,3.1305
13457,3.1303
13458,3.1303
13459,3.1304
13460,3.1305
13461,3.1305
13462,3.1306
13463,3.1307
13464,3.1307
13465,3.1308
13466,3.1306
13467,3.1306
13468,3.1307
13469,3.1307
13470,3.1308
13471,3.1306
13472,3.1303
13473,3.1304
13474,3.1305
13475,3.1305
13476,3.1306
13477,3.1304
13478,3.1304
13479,3.1305
13480,3.1306
13481,3.1306
13482,3.1307
13483,3.1308
13484,3.1308
13485,3.1309
13486,3.1307
13487,3.1307
13488,3.1308
13489,3.1308
13490,3.1309
13491,3.1310
13492,3.1310
13493,3.1311
13494,3.1309
13495,3.1309
13496,3.1310
13497,3.1311
13498,3.1311
13499,3.1312
13500,3.1313
13501,3.1313
13502,3.1314
13503,3.1312
13504,3.1309
13505,3.1307
13506,3.1308
13507,3.1308
13508,3.1309
13509,3.1309
13510,3.1307
13511,3.1308
13512,3.1308
13513,3.1309
13514,3.1307
13515,3.1307
13516,3.1308
13517,3.1309
13518,3.1306
13519,3.1304
13520,3.1305
13521,3.1302
13522,3.1300
13523,3.1298
13524,3.1298
13525,3.1299
13526,3.1297
13527,3.1297
13528,3.1298
13529,3.1299
13530,3.1299
13531,3.1300
13532,3.1301
13533,3.1301
13534,3.1302
13535,3.1303
13536,3.1303
13537,3.1304
13538,3.1302
13539,3.1302
13540,3.1303
13541,3.1300
13542,3.1298
13543,3.1299
13544,3.1297
13545,3.1297
13546,3.1298
13547,3.1298
13548,3.1299
13549,3.1300
13550,3.1300
13551,3.1298
13552,3.1299
13553,3.1299
13554,3.1297
13555,3.1298
13556,3.1295
13557,3.1296
13558,3.1294
13559,3.1294
13560,3.1292
13561,3.1293
13562,3.1290
13563,3.1288
13564,3.1286
13565,3.1286
13566,3.1284
13567,3.1285
13568,3.1285
13569,3.1286
13570,3.1287
13571,3.1287
13572,3.1288
13573,3.1289
13574,3.1289
13575,3.1290
13576,3.1288
13577,3.1285
13578,3.1283
13579,3.1281
13580,3.1278
13581,3.1279
13582,3.1280
13583,3.1277
13584,3.1278
13585,3.1276
13586,3.1276
13587,3.1277
13588,3.1278
13589,3.1275
13590,3.1273
13591,3.1274
13592,3.1274
13593,3.1275
13594,3.1276
13595,3.1276
13596,3.1277
13597,3.1275
13598,3.1272
13599,3.1270
13600,3.1268
13601,3.1268
13602,3.1266
13603,3.1264
13604,3.1264
13605,3.1262
13606,3.1263
13607,3.1263
13608,3.1264
13609,3.1262
13610,3.1259
13611,3.1260
13612,3.1261
13613,3.1261
13614,3.1262
13615,3.1260
13616,3.1260
13617,3.1261
13618,3.1262
13619,3.1262
13620,3.1260
13621,3.1261
13622,3.1261
13623,3.1262
13624,3.1262
13625,3.1263
13626,3.1261
13627,3.1261
13628,3.1262
13629,3.1263
13630,3.1263
13631,3.1264
13632,3.1262
13633,3.1262
13634,3.1263
13635,3.1264
13636,3.1264
13637,3.1265
13638,3.1266
13639,3.1266
13640,3.1267
13641,3.1268
13642,3.1268
13643,3.1266
13644,3.1266
13645,3.1267
13646,3.1265
13647,3.1263
13648,3.1263
13649,3.1264
13650,3.1264
13651,3.1265
13652,3.1266
13653,3.1266
13654,3.1267
13655,3.1268
13656,3.1268
13657,3.1269
13658,3.1270
13659,3.1270
13660,3.1271
13661,3.1269
13662,3.1266
13663,3.1267
13664,3.1268
13665,3.1268
13666,3.1269
13667,3.1269
13668,3.1270
13669,3.1271
13670,3.1271
13671,3.1272
13672,3.1273
13673,3.1273
13674,3.1274
13675,3.1275
13676,3.1275
13677,3.1276
13678,3.1277
13679,3.1277
13680,3.1278
13681,3.1275
13682,3.1276
13683,3.1274
13684,3.1274
13685,3.1275
13686,3.1276
13687,3.1276
13688,3.1277
13689,3.1278
13690,3.1278
13691,3.1279
13692,3.1280
13693,3.1280
13694,3.1281
13695,3.1281
13696,3.1282
13697,3.1283
13698,3.1283
13699,3.1281
13700,3.1282
13701,3.1282
13702,3.1280
13703,3.1281
13704,3.1281
13705,3.1279
13706,3.1280
13707,3.1280
13708,3.1278
13709,3.1279
13710,3.1276
13711,3.1277
13712,3.1278
13713,3.1275
13714,3.1276
13715,3.1277
13716,3.1277
13717,3.1278
13718,3.1279
13719,3.1279
13720,3.1280
13721,3.1281
13722,3.1281
13723,3.1282
13724,3.1282
13725,3.1283
13726,3.1281
13727,3.1279
13728,3.1279
13729,3.1280
13730,3.1280
13731,3.1278
13732,3.1279
13733,3.1279
13734,3.1280
13735,3.1278
13736,3.1278
13737,3.1279
13738,3.1280
13739,3.1280
13740,3.1281
13741,3.1282
13742,3.1279
13743,3.1280
13744,3.1281
13745,3.1281
13746,3.1282
13747,3.1282
13748,3.1283
13749,3.1284
13750,3.1284
13751,3.1285
13752,3.1286
13753,3.1286
13754,3.1284
13755,3.1285
13756,3.1285
13757,3.1286
13758,3.1284
13759,3.1284
13760,3.1282
13761,3.1283
13762,3.1283
13763,3.1284
13764,3.1285
13765,3.1285
13766,3.1286
13767,3.1286
13768,3.1287
13769,3.1288
13770,3.1288
13771,3.1289
13772,3.1287
13773,3.1287
13774,3.1288
13775,3.1289
13776,3.1289
13777,3.1290
13778,3.1288
13779,3.1288
13780,3.1286
13781,3.1287
13782,3.1287
13783,3.1288
13784,3.1288
13785,3.1289
13786,3.1290
13787,3.1290
13788,3.1291
13789,3.1292
13790,3.1292
13791,3.1293
13792,3.1294
13793,3.1294
13794,3.1295
13795,3.1295
13796,3.1296
13797,3.1297
13798,3.1294
13799,3.1295
13800,3.1296
13801,3.1296
13802,3.1297
13803,3.1298
13804,3.1298
13805,3.1299
13806,3.1299
13807,3.1300
13808,3.1298
13809,3.1298
13810,3.1299
13811,3.1300
13812,3.1300
13813,3.1301
13814,3.1299
13815,3.1299
13816,3.1300
13817,3.1298
13818,3.1298
13819,3.1299
13820,3.1300
13821,3.1300
13822,3.1301
13823,3.1301
13824,3.1302
13825,3.1303
13826,3.1303
13827,3.1304
13828,3.1305
13829,3.1305
13830,3.1303
13831,3.1301
13832,3.1301
13833,3.1302
13834,3.1300
13835,3.1300
13836,3.1301
13837,3.1302
13838,3.1302
13839,3.1303
13840,3.1303
13841,3.1304
13842,3.1305
13843,3.1305
13844,3.1303
13845,3.1301
13846,3.1299
13847,3.1299
13848,3.1300
13849,3.1298
13850,3.1298
13851,3.1299
13852,3.1299
13853,3.1300
13854,3.1301
13855,3.1298
13856,3.1299
13857,3.1297
13858,3.1297
13859,3.1298
13860,3.1299
13861,3.1296
13862,3.1297
13863,3.1298
13864,3.1298
13865,3.1299
13866,3.1300
13867,3.1300
13868,3.1301
13869,3.1301
13870,3.1302
13871,3.1303
13872,3.1303
13873,3.1301
13874,3.1299
13875,3.1299
13876,3.1300
13877,3.1298
13878,3.1298
13879,3.1299
13880,3.1297
13881,3.1297
13882,3.1298
13883,3.1296
13884,3.1294
13885,3.1291
13886,3.1292
13887,3.1293
13888,3.1290
13889,3.1291
13890,3.1292
13891,3.1292
13892,3.1290
13893,3.1291
13894,3.1288
13895,3.1289
13896,3.1290
13897,3.1290
13898,3.1291
13899,3.1291
13900,3.1292
13901,3.1293
13902,3.1293
13903,3.1294
13904,3.1295
13905,3.1295
13906,3.1296
13907,3.1296
13908,3.1297
13909,3.1298
13910,3.1298
13911,3.1296
13912,3.1297
13913,3.1297
13914,3.1298
13915,3.1299
13916,3.1299
13917,3.1300
13918,3.1300
13919,3.1298
13920,3.1299
13921,3.1299
13922,3.1300
13923,3.1301
13924,3.1301
13925,3.1302
13926,3.1300
13927,3.1300
13928,3.1298
13929,3.1299
13930,3.1296
13931,3.1294
13932,3.1295
13933,3.1295
13934,3.1296
13935,3.1294
13936,3.1294
13937,3.1292
13938,3.1290
13939,3.1291
13940,3.1291
13941,3.1292
13942,3.1292
13943,3.1293
13944,3.1294
13945,3.1294
13946,3.1292
13947,3.1293
13948,3.1293
13949,3.1294
13950,3.1292
13951,3.1292
13952,3.1290
13953,3.1291
13954,3.1291
13955,3.1292
13956,3.1290
13957,3.1290
13958,3.1288
13959,3.1286
13960,3.1287
13961,3.1287
13962,3.1288
13963,3.1288
13964,3.1289
13965,3.1290
13966,3.1290
13967,3.1291
13968,3.1289
13969,3.1286
13970,3.1284
13971,3.1285
13972,3.1285
13973,3.1286
13974,3.1287
13975,3.1287
13976,3.1288
13977,3.1289
13978,3.1289
13979,3.1290
13980,3.1290
13981,3.1291
13982,3.1292
13983,3.1292
13984,3.1290
13985,3.1291
13986,3.1288
13987,3.1289
13988,3.1290
13989,3.1290
13990,3.1291
13991,3.1292
13992,3.1292
13993,3.1293
13994,3.1293
13995,3.1294
13996,3.1295
13997,3.1295
13998,3.1296
13999,3.1297
14000,3.1297
14001,3.1298
14002,3.1298
14003,3.1296
14004,3.1297
14005,3.1297
14006,3.1298
14007,3.1299
14008,3.1299
14009,3.1300
14010,3.1300
14011,3.1301
14012,3.1299
14013,3.1300
14014,3.1300
14015,3.1301
14016,3.1299
14017,3.1299
14018,3.1300
14019,3.1298
14020,3.1298
14021,3.1296
14022,3.1297
14023,3.1297
14024,3.1298
14025,3.1298
14026,3.1296
14027,3.1297
14028,3.1297
14029,3.1298
14030,3.1299
14031,3.1296
14032,3.1294
14033,3.1295
14034,3.1295
14035,3.1293
14036,3.1294
14037,3.1292
14038,3.1292
14039,3.1293
14040,3.1293
14041,3.1294
14042,3.1295
14043,3.1295
14044,3.1296
14045,3.1297
14046,3.1297
14047,3.1298
14048,3.1298
14049,3.1299
14050,3.1300
14051,3.1300
14052,3.1301
14053,3.1299
14054,3.1299
14055,3.1300
14056,3.1298
14057,3.1298
14058,3.1299
14059,3.1300
14060,3.1300
14061,3.1298
14062,3.1299
14063,3.1299
14064,3.1300
14065,3.1300
14066,3.1301
14067,3.1302
14068,3.1302
14069,3.1303
14070,3.1303
14071,3.1304
14072,3.1305
14073,3.1305
14074,3.1306
14075,3.1307
14076,3.1307
14077,3.1308
14078,3.1306
14079,3.1306
14080,3.1307
14081,3.1305
14082,3.1305
14083,3.1306
14084,3.1306
14085,3.1304
14086,3.1305
14087,3.1305
14088,3.1306
14089,3.1307
14090,3.1304
14091,3.1305
14092,3.1303
14093,3.1301
14094,3.1301
14095,3.1302
14096,3.1302
14097,3.1303
14098,3.1304
14099,3.1304
14100,3.1305
14101,3.1306
14102,3.1306
14103,3.1307
14104,3.1307
14105,3.1308
14106,3.1309
14107,3.1309
14108,3.1310
14109,3.1308
14110,3.1308
14111,3.1309
14112,3.1310
14113,3.1310
14114,3.1311
14115,3.1311
14116,3.1312
14117,3.1310
14118,3.1310
14119,3.1311
14120,3.1309
14121,3.1309
14122,3.1310
14123,3.1308
14124,3.1308
14125,3.1306
14126,3.1307
14127,3.1307
14128,3.1308
14129,3.1309
14130,3.1309
14131,3.1310
14132,3.1308
14133,3.1305
14134,3.1306
14135,3.1307
14136,3.1307
14137,3.1305
14138,3.1306
14139,3.1303
14140,3.1304
14141,3.1305
14142,3.1305
14143,3.1306
14144,3.1304
14145,3.1304
14146,3.1305
14147,3.1306
14148,3.1306
14149,3.1307
14150,3.1305
14151,3.1302
14152,3.1300
14153,3.1301
14154,3.1301
14155,3.1299
14156,3.1297
14157,3.1298
14158,3.1298
14159,3.1299
14160,3.1299
14161,3.1297
14162,3.1295
14163,3.1296
14164,3.1296
14165,3.1294
14166,3.1295
14167,3.1292
14168,3.1290
14169,3.1291
14170,3.1291
14171,3.1292
14172,3.1290
14173,3.1290
14174,3.1291
14175,3.1292
14176,3.1292
14177,3.1293
14178,3.1294
14179,3.1294
14180,3.1292
14181,3.1293
14182,3.1293
14183,3.1294
14184,3.1294
14185,3.1295
14186,3.1296
14187,3.1296
14188,3.1297
14189,3.1297
14190,3.1295
14191,3.1296
14192,3.1294
14193,3.1294
14194,3.1295
14195,3.1296
14196,3.1296
14197,3.1297
14198,3.1297
14199,3.1298
14200,3.1296
14201,3.1296
14202,3.1297
14203,3.1298
14204,3.1295
14205,3.1293
14206,3.1294
14207,3.1294
14208,3.1295
14209,3.1296
14210,3.1296
14211,3.1297
14212,3.1295
14213,3.1295
14214,3.1296
14215,3.1294
14216,3.1294
14217,3.1295
14218,3.1293
14219,3.1293
14220,3.1294
14221,3.1295
14222,3.1292
14223,3.1290
14224,3.1291
14225,3.1291
14226,3.1292
14227,3.1293
14228,3.1293
14229,3.1294
14230,3.1294
14231,3.1295
14232,3.1293
14233,3.1293
14234,3.1294
14235,3.1295
14236,3.1295
14237,3.1296
14238,3.1294
14239,3.1294
14240,3.1292
14241,3.1290
14242,3.1291
14243,3.1291
14244,3.1292
14245,3.1292
14246,3.1293
14247,3.1294
14248,3.1291
14249,3.1292
14250,3.1293
14251,3.1293
14252,3.1294
14253,3.1294
14254,3.1295
14255,3.1296
14256,3.1296
14257,3.1297
14258,3.1298
14259,3.1298
14260,3.1296
14261,3.1297
14262,3.1297
14263,3.1298
14264,3.1298
14265,3.1296
14266,3.1297
14267,3.1297
14268,3.1298
14269,3.1296
14270,3.1296
14271,3.1297
14272,3.1298
14273,3.1298
14274,3.1299
14275,3.1299
14276,3.1300
14277,3.1298
14278,3.1299
14279,3.1299
14280,3.1300
14281,3.1300
14282,3.1301
14283,3.1299
14284,3.1299
14285,3.1300
14286,3.1301
14287,3.1301
14288,3.1302
14289,3.1302
14290,3.1303
14291,3.1304
14292,3.1304
14293,3.1305
14294,3.1305
14295,3.1303
14296,3.1304
14297,3.1304
14298,3.1305
14299,3.1306
14300,3.1306
14301,3.1304
14302,3.1305
14303,3.1303
14304,3.1300
14305,3.1301
14306,3.1302
14307,3.1302
14308,3.1303
14309,3.1303
14310,3.1304
14311,3.1305
14312,3.1305
14313,3.1306
14314,3.1306
14315,3.1307
14316,3.1308
14317,3.1305
14318,3.1306
14319,3.1307
14320,3.1304
14321,3.1302
14322,3.1303
14323,3.1301
14324,3.1301
14325,3.1302
14326,3.1303
14327,3.1303
14328,3.1304
14329,3.1304
14330,3.1305
14331,3.1306
14332,3.1306
14333,3.1307
14334,3.1307
14335,3.1308
14336,3.1309
14337,3.1306
14338,3.1307
14339,3.1305
14340,3.1305
14341,3.1306
14342,3.1307
14343,3.1304
14344,3.1302
14345,3.1303
14346,3.1303
14347,3.1301
14348,3.1299
14349,3.1300
14350,3.1300
14351,3.1298
14352,3.1299
14353,3.1299
14354,3.1300
14355,3.1298
14356,3.1296
14357,3.1293
14358,3.1294
14359,3.1295
14360,3.1295
14361,3.1296
14362,3.1294
14363,3.1292
14364,3.1292
14365,3.1293
14366,3.1293
14367,3.1294
14368,3.1292
14369,3.1292
14370,3.1290
14371,3.1291
14372,3.1291
14373,3.1289
14374,3.1290
14375,3.1290
14376,3.1291
14377,3.1292
14378,3.1292
14379,3.1290
14380,3.1288
14381,3.1286
14382,3.1286
14383,3.1287
14384,3.1288
14385,3.1288
14386,3.1289
14387,3.1289
14388,3.1290
14389,3.1288
14390,3.1288
14391,3.1289
14392,3.1290
14393,3.1290
14394,3.1291
14395,3.1291
14396,3.1292
14397,3.1293
14398,3.1290
14399,3.1291
14400,3.1292
14401,3.1289
14402,3.1290
14403,3.1291
14404,3.1291
14405,3.1292
14406,3.1293
14407,3.1293
14408,3.1291
14409,3.1292
14410,3.1289
14411,3.1290
14412,3.1291
14413,3.1291
14414,3.1292
14415,3.1292
14416,3.1293
14417,3.1291
14418,3.1289
14419,3.1289
14420,3.1290
14421,3.1288
14422,3.1288
14423,3.1289
14424,3.1290
14425,3.1290
14426,3.1291
14427,3.1291
14428,3.1292
14429,3.1293
14430,3.1293
14431,3.1291
14432,3.1292
14433,3.1289
14434,3.1287
14435,3.1288
14436,3.1288
14437,3.1289
14438,3.1290
14439,3.1290
14440,3.1291
14441,3.1291
14442,3.1292
14443,3.1290
14444,3.1291
14445,3.1291
14446,3.1292
14447,3.1292
14448,3.1293
14449,3.1294
14450,3.1291
14451,3.1292
14452,3.1290
14453,3.1290
14454,3.1291
14455,3.1289
14456,3.1289
14457,3.1290
14458,3.1291
14459,3.1291
14460,3.1292
14461,3.1292
14462,3.1293
14463,3.1294
14464,3.1294
14465,3.1295
14466,3.1295
14467,3.1296
14468,3.1297
14469,3.1297
14470,3.1298
14471,3.1298
14472,3.1299
14473,3.1300
14474,3.1297
14475,3.1298
14476,3.1296
14477,3.1297
14478,3.1294
14479,3.1295
14480,3.1296
14481,3.1296
14482,3.1297
14483,3.1297
14484,3.1298
14485,3.1299
14486,3.1299
14487,3.1300
14488,3.1300
14489,3.1301
14490,3.1299
14491,3.1297
14492,3.1297
14493,3.1298
14494,3.1298
14495,3.1299
14496,3.1300
14497,3.1298
14498,3.1298
14499,3.1299
14500,3.1299
14501,3.1300
14502,3.1301
14503,3.1301
14504,3.1299
14505,3.1300
14506,3.1300
14507,3.1298
14508,3.1299
14509,3.1296
14510,3.1297
14511,3.1295
14512,3.1295
14513,3.1293
14514,3.1294
14515,3.1295
14516,3.1295
14517,3.1296
14518,3.1296
14519,3.1297
14520,3.1298
14521,3.1298
14522,3.1299
14523,3.1297
14524,3.1297
14525,3.1298
14526,3.1298
14527,3.1299
14528,3.1297
14529,3.1297
14530,3.1298
14531,3.1299
14532,3.1296
14533,3.1297
14534,3.1298
14535,3.1298
14536,3.1299
14537,3.1299
14538,3.1300
14539,3.1301
14540,3.1301
14541,3.1302
14542,3.1302
14543,3.1303
14544,3.1304
14545,3.1304
14546,3.1305
14547,3.1305
14548,3.1306
14549,3.1307
14550,3.1304
14551,3.1305
14552,3.1306
14553,3.1304
14554,3.1301
14555,3.1302
14556,3.1303
14557,3.1303
14558,3.1304
14559,3.1304
14560,3.1305
14561,3.1306
14562,3.1303
14563,3.1301
14564,3.1299
14565,3.1300
14566,3.1300
14567,3.1301
14568,3.1301
14569,3.1302
14570,3.1303
14571,3.1303
14572,3.1304
14573,3.1304
14574,3.1305
14575,3.1303
14576,3.1304
14577,3.1304
14578,3.1305
14579,3.1305
14580,3.1306
14581,3.1306
14582,3.1307
14583,3.1305
14584,3.1303
14585,3.1301
14586,3.1301
14587,3.1299
14588,3.1300
14589,3.1300
14590,3.1301
14591,3.1299
14592,3.1299
14593,3.1297
14594,3.1298
14595,3.1296
14596,3.1296
14597,3.1297
14598,3.1297
14599,3.1298
14600,3.1299
14601,3.1299
14602,3.1300
14603,3.1300
14604,3.1301
14605,3.1302
14606,3.1302
14607,3.1303
14608,3.1303
14609,3.1304
14610,3.1305
14611,3.1302
14612,3.1303
14613,3.1304
14614,3.1301
14615,3.1302
14616,3.1300
14617,3.1301
14618,3.1298
14619,3.1299
14620,3.1300
14621,3.1300
14622,3.1298
14623,3.1299
14624,3.1299
14625,3.1300
14626,3.1300
14627,3.1301
14628,3.1299
14629,3.1297
14630,3.1297
14631,3.1295
14632,3.1296
14633,3.1294
14634,3.1292
14635,3.1292
14636,3.1290
14637,3.1288
14638,3.1288
14639,3.1289
14640,3.1290
14641,3.1290
14642,3.1291
14643,3.1291
14644,3.1292
14645,3.1293
14646,3.1293
14647,3.1294
14648,3.1294
14649,3.1295
14650,3.1296
14651,3.1296
14652,3.1297
14653,3.1297
14654,3.1298
14655,3.1299
14656,3.1299
14657,3.1297
14658,3.1298
14659,3.1298
14660,3.1299
14661,3.1299
14662,3.1297
14663,3.1298
14664,3.1298
14665,3.1296
14666,3.1297
14667,3.1295
14668,3.1295
14669,3.1296
14670,3.1297
14671,3.1294
14672,3.1295
14673,3.1296
14674,3.1296
14675,3.1297
14676,3.1297
14677,3.1298
14678,3.1299
14679,3.1299
14680,3.1297
14681,3.1295
14682,3.1295
14683,3.1296
14684,3.1294
14685,3.1292
14686,3.1292
14687,3.1293
14688,3.1294
14689,3.1294
14690,3.1292
14691,3.1293
14692,3.1293
14693,3.1294
14694,3.1294
14695,3.1292
14696,3.1293
14697,3.1293
14698,3.1294
14699,3.1295
14700,3.1295
14701,3.1293
14702,3.1294
14703,3.1294
14704,3.1295
14705,3.1295
14706,3.1296
14707,3.1297
14708,3.1295
14709,3.1292
14710,3.1290
14711,3.1291
14712,3.1289
14713,3.1287
14714,3.1287
14715,3.1288
14716,3.1288
14717,3.1289
14718,3.1287
14719,3.1285
14720,3.1285
14721,3.1286
14722,3.1287
14723,3.1287
14724,3.1285
14725,3.1286
14726,3.1286
14727,3.1287
14728,3.1287
14729,3.1288
14730,3.1289
14731,3.1289
14732,3.1290
14733,3.1290
14734,3.1291
14735,3.1291
14736,3.1289
14737,3.1287
14738,3.1288
14739,3.1288
14740,3.1289
14741,3.1287
14742,3.1285
14743,3.1285
14744,3.1286
14745,3.1287
14746,3.1287
14747,3.1288
14748,3.1286
14749,3.1286
14750,3.1287
14751,3.1287
14752,3.1288
14753,3.1289
14754,3.1289
14755,3.1290
14756,3.1290
14757,3.1291
14758,3.1292
14759,3.1292
14760,3.1293
14761,3.1293
14762,3.1294
14763,3.1294
14764,3.1292
14765,3.1290
14766,3.1288
14767,3.1289
14768,3.1289
14769,3.1290
14770,3.1290
14771,3.1291
14772,3.1292
14773,3.1292
14774,3.1293
14775,3.1293
14776,3.1294
14777,3.1295
14778,3.1295
14779,3.1293
14780,3.1294
14781,3.1294
14782,3.1295
14783,3.1293
14784,3.1293
14785,3.1294
14786,3.1294
14787,3.1292
14788,3.1290
14789,3.1291
14790,3.1289
14791,3.1289
14792,3.1290
14793,3.1288
14794,3.1288
14795,3.1289
14796,3.1290
14797,3.1290
14798,3.1291
14799,3.1291
14800,3.1292
14801,3.1292
14802,3.1293
14803,3.1291
14804,3.1292
14805,3.1292
14806,3.1293
14807,3.1293
14808,3.1294
14809,3.1294
14810,3.1295
14811,3.1296
14812,3.1296
14813,3.1297
14814,3.1295
14815,3.1293
14816,3.1293
14817,3.1294
14818,3.1294
14819,3.1295
14820,3.1293
14821,3.1291
14822,3.1291
14823,3.1292
14824,3.1290
14825,3.1290
14826,3.1291
14827,3.1292
14828,3.1289
14829,3.1287
14830,3.1288
14831,3.1289
14832,3.1289
14833,3.1290
14834,3.1288
14835,3.1288
14836,3.1289
14837,3.1289
14838,3.1287
14839,3.1288
14840,3.1288
14841,3.1289
14842,3.1290
14843,3.1290
14844,3.1291
14845,3.1291
14846,3.1292
14847,3.1293
14848,3.1290
14849,3.1288
14850,3.1289
14851,3.1287
14852,3.1287
14853,3.1288
14854,3.1289
14855,3.1289
14856,3.1290
14857,3.1290
14858,3.1291
14859,3.1291
14860,3.1289
14861,3.1290
14862,3.1291
14863,3.1291
14864,3.1289
14865,3.1290
14866,3.1288
14867,3.1288
14868,3.1286
14869,3.1287
14870,3.1287
14871,3.1288
14872,3.1286
14873,3.1286
14874,3.1287
14875,3.1285
14876,3.1285
14877,3.1286
14878,3.1284
14879,3.1284
14880,3.1285
14881,3.1283
14882,3.1283
14883,3.1284
14884,3.1285
14885,3.1285
14886,3.1283
14887,3.1284
14888,3.1284
14889,3.1282
14890,3.1283
14891,3.1283
14892,3.1284
14893,3.1284
14894,3.1282
14895,3.1283
14896,3.1281
14897,3.1281
14898,3.1282
14899,3.1283
14900,3.1283
14901,3.1281
14902,3.1282
14903,3.1282
14904,3.1283
14905,3.1283
14906,3.1284
14907,3.1285
14908,3.1285
14909,3.1286
14910,3.1284
14911,3.1284
14912,3.1285
14913,3.1285
14914,3.1286
14915,3.1287
14916,3.1287
14917,3.1288
14918,3.1286
14919,3.1286
14920,3.1284
14921,3.1285
14922,3.1285
14923,3.1283
14924,3.1281
14925,3.1282
14926,3.1282
14927,3.1283
14928,3.1283
14929,3.1281
